0	0	52
1	0	52
2	0	52
3	0	52
4	0	52
5	0	52
6	0	52
7	0	52
8	0	52
9	0	52
10	0	52
11	0	52
12	0	52
13	0	52
14	0	52
15	0	52
16	0	52
17	0	52
18	0	52
19	0	52
20	0	52
21	0	52
22	0	52
23	0	52
24	0	52
25	0	52
26	0	52
27	0	52
28	0	52
29	0	52
30	0	52
31	0	52
32	0	52
33	0	52
34	0	52
35	0	52
36	0	52
37	0	52
38	0	52
39	0	52
40	0	52
41	0	52
42	0	52
43	0	52
44	0	52
45	0	52
46	0	52
47	0	52
48	0	52
49	0	52
50	0	52
0	1	51
1	1	51
2	1	51
3	1	51
4	1	51
5	1	51
6	1	51
7	1	51
8	1	51
9	1	51
10	1	51
11	1	51
12	1	51
13	1	51
14	1	51
15	1	51
16	1	51
17	1	51
18	1	51
19	1	51
20	1	51
21	1	51
22	1	51
23	1	51
24	1	51
25	1	51
26	1	51
27	1	51
28	1	51
29	1	51
30	1	51
31	1	51
32	1	51
33	1	51
34	1	51
35	1	51
36	1	51
37	1	51
38	1	51
39	1	51
40	1	51
41	1	51
42	1	51
43	1	51
44	1	51
45	1	51
46	1	51
47	1	51
48	1	51
49	1	51
50	1	51
0	2	50
1	2	50
2	2	50
3	2	50
4	2	50
5	2	50
6	2	50
7	2	50
8	2	50
9	2	50
10	2	50
11	2	50
12	2	50
13	2	50
14	2	50
15	2	50
16	2	50
17	2	50
18	2	50
19	2	50
20	2	50
21	2	50
22	2	50
23	2	50
24	2	50
25	2	50
26	2	50
27	2	50
28	2	50
29	2	50
30	2	50
31	2	50
32	2	50
33	2	50
34	2	50
35	2	50
36	2	50
37	2	50
38	2	50
39	2	50
40	2	50
41	2	50
42	2	50
43	2	50
44	2	50
45	2	50
46	2	50
47	2	50
48	2	50
49	2	50
50	2	50
0	3	49
1	3	49
2	3	49
3	3	49
4	3	49
5	3	49
6	3	49
7	3	49
8	3	49
9	3	49
10	3	49
11	3	49
12	3	49
13	3	49
14	3	49
15	3	49
16	3	49
17	3	49
18	3	49
19	3	49
20	3	49
21	3	49
22	3	49
23	3	49
24	3	49
25	3	49
26	3	49
27	3	49
28	3	49
29	3	49
30	3	49
31	3	49
32	3	49
33	3	49
34	3	49
35	3	49
36	3	49
37	3	49
38	3	49
39	3	49
40	3	49
41	3	49
42	3	49
43	3	49
44	3	49
45	3	49
46	3	49
47	3	49
48	3	49
49	3	49
50	3	49
0	4	48
1	4	48
2	4	48
3	4	48
4	4	48
5	4	48
6	4	48
7	4	48
8	4	48
9	4	48
10	4	48
11	4	48
12	4	48
13	4	48
14	4	48
15	4	48
16	4	48
17	4	48
18	4	48
19	4	48
20	4	48
21	4	48
22	4	48
23	4	48
24	4	48
25	4	48
26	4	48
27	4	48
28	4	48
29	4	48
30	4	48
31	4	48
32	4	48
33	4	48
34	4	48
35	4	48
36	4	48
37	4	48
38	4	48
39	4	48
40	4	48
41	4	48
42	4	48
43	4	48
44	4	48
45	4	48
46	4	48
47	4	48
48	4	48
49	4	48
50	4	48
0	5	47
1	5	47
2	5	47
3	5	47
4	5	47
5	5	47
6	5	47
7	5	47
8	5	47
9	5	47
10	5	47
11	5	47
12	5	47
13	5	47
14	5	47
15	5	47
16	5	47
17	5	47
18	5	47
19	5	47
20	5	47
21	5	47
22	5	47
23	5	47
24	5	47
25	5	47
26	5	47
27	5	47
28	5	47
29	5	47
30	5	47
31	5	47
32	5	47
33	5	47
34	5	47
35	5	47
36	5	47
37	5	47
38	5	47
39	5	47
40	5	47
41	5	47
42	5	47
43	5	47
44	5	47
45	5	47
46	5	47
47	5	47
48	5	47
49	5	47
50	5	47
0	6	46
1	6	46
2	6	46
3	6	46
4	6	46
5	6	46
6	6	46
7	6	46
8	6	46
9	6	46
10	6	46
11	6	46
12	6	46
13	6	46
14	6	46
15	6	46
16	6	46
17	6	46
18	6	46
19	6	46
20	6	46
21	6	46
22	6	46
23	6	46
24	6	46
25	6	46
26	6	46
27	6	46
28	6	46
29	6	46
30	6	46
31	6	46
